0.925201092193209-1.75338891667402i,0.753769390000963-0.618755802758288i,-1.21187894610192+0.360883935575694i,-1.89502939615787-0.206404189417401i,-0.121634493915997-0.0674650109824136i,1.11515035705282+1.41782211956852i,0.389312210840176+1.41465607557769i,0.0933343959929709-0.717443019473611i,1.0063532799094-1.72831238964038i,0.598319957390898-0.450699491500265i,-1.40420832414903+0.355078987228109i,-1.79508747834211-0.271745412461851i,0.095269475166086+0.0581692971284736i,1.10992234838977+1.53930060003182i,0.289098018783949+1.25274921655221i,0.161954459483947-0.93719563470291i,1.07007420778835-1.67301399283297i,0.420779892219134-0.290251112691813i,-1.57557315055493+0.329115034690402i,-1.66514263038518-0.323682701790301i,0.299643055478598+0.200589065837075i,1.07998362666439+1.63778335670354i,0.199431617971206+1.06539085263133i,0.245856322827303-1.13747023077424i,1.11304666448286-1.5898620457301i,0.224432813052427-0.141362957696972i,-1.72198797187586+0.285273298805118i,-1.50826171906698-0.3591111193759i,0.487359893942991+0.356583273491388i,1.02781365775784+1.70993215156424i,0.12354150456652+0.856217288549222i,0.342074055148154-1.31431316686309i,1.13246843257013-1.48187002306218i,0.0131363411889431-0.00752731844049392i,-1.84003022729812+0.226394478281821i,-1.32812629223149-0.375438522302781i,0.654816284316774+0.522428146716108i,0.956456681565341+1.75300777834826i,0.0641365905103858+0.629417936442947i,0.447164047482246-1.46436625047298i,1.1261416639524-1.35260764935242i,-0.208774157181868+0.108316286210397i,-1.92693107219653+0.15578819794313i,-1.12893475917233-0.370669081487359i,0.799020247291434+0.69398662630614i,0.869425684761178+1.76495154327362i,0.0233265102432531+0.389629986684414i,0.557306373815993-1.58494937439838i,1.09254576676232-1.20609743633885i,-0.43659557776597+0.203857536636309i,-1.98064893285039+0.0771290326170566i,-0.915291078457058-0.343469724453464i,0.917663223081486+0.866820328555322i,0.77059376595979+1.74444867882635i,0.00255961735575194+0.141820897331803i,0.668417548996492-1.67412472600906i,1.03089169009338-1.0466995762379i,-0.665377842498825+0.277473298914841i,-1.9999237668909-0.00565791162846541i,-0.692083017464783-0.293217573642586i,1.00917245961767+1.03631090367278i,0.664075997285506+1.69097188043095i,0.0025804227757148-0.108838102524257i,0.776271495173154-1.73074085170197i,0.941156009602846-0.878988421338808i,-0.890052125922371+0.328265599419679i,-1.9843105350371-0.0885185844913239i,-0.464353332069832-0.220026985593167i,1.07274271909767+1.19778742349952i,0.554105148126785+1.60480370371539i,0.0234076763005556-0.357104052538835i,0.876625293220882-1.75445541771836i,0.82409377882964-0.707624008308538i,-1.10556303637812+0.356078579716928i,-1.93419096239084-0.167395270610554i,-0.237167406680162-0.124755369272946i,1.10834650413092+1.34665625572427i,0.44490480370311+1.48703714400939i,0.0643337109169709-0.597796246520113i,0.965346157380011-1.74573609810551i,0.681229702578417-0.537222216812656i,-1.3070011302027+0.361494015686257i,-1.85076326599806-0.238351981883959i,-0.0154809881546937-0.00898755840924526i,1.11672260376498+1.47852980551373i,0.340563478576853+1.33955432284978i,0.123945068900625-0.825928512366875i,1.03853603115652-1.70583962569573i,0.514827793053582-0.372227182221185i,-1.48973212203019+0.345805587662594i,-1.73601013256586-0.297696380073537i,0.195988360808795+0.125000884269342i,1.09934336464884+1.5893505294179i,0.244913292790032+1.16498381177181i,0.200163828198595-1.03683618324928i,1.0926502641493-1.63676964599527i,0.327840269775654-0.216789512968396i,-1.6495192423069+0.310972685798254i,-1.59264582991911-0.342094744338207i,0.392882571505654+0.274300459949723i,1.05836168498343+1.6755067517199i,0.161416645189658+0.966637715017295i,0.290308463130905-1.2262943032507i,1.12460699082225-1.54121459890777i,0.123837044290513-0.0746536936931362i,-1.78263537752245+0.259555109936453i,-1.42404391012222-0.368676693834907i,0.571313830801284+0.435443086406044i,0.996539293263746+1.73393703462611i,0.0930640895192156+0.748430193120213i,0.391172521443631-1.3906238542213i,1.13188408675552-1.42246740465936i,-0.0930823265158844+0.0509422079596472i,-1.88596190792367+0.194630559765516i,-1.23414749721395-0.375126662195546i,0.727961781230655+0.604493949549044i,0.91715839384087+1.76222016611237i,0.0422863003742789+0.514779623537343i,0.499118896524154-1.52678312288832i,1.11260092168163-1.28432923111851i,-0.318391843370811+0.157351762691956i,-1.95707152232976+0.119697294164435i,-1.0273646306114-0.35975949326392i,0.860154527302076+0.777157326119629i,0.823919222880245+1.75864822358838i,0.0108826163916651+0.270497047763328i,0.610187031334797-1.63244173843055i,1.06558254944154-1.13100005710272i
1.12068443505039+1.26263146339904i,-0.120983666055452-0.355562687298261i,0.137355432904625-1.95993622205148i,0.482965570537235-0.955735395182502i,-0.896004222252968+0.762310859587379i,-1.84632250141631+0.58535415519651i,-0.248470603854998-0.0226546143979233i,1.54785306969347+0.823347892657267i,0.973237355864373+1.19373227852595i,-0.174760998993956-0.594177353144895i,0.222867854074801-1.98366324190725i,0.414909518487308-0.7420710878945i,-1.07992853743946+0.843405324467029i,-1.79400565545451+0.487051358454721i,0.00170358086302602+0.000227644461609365i,1.60426966102845+0.941647501124791i,0.819088323980602+1.09535895823759i,-0.206261475489735-0.827993771576184i,0.305760326285489-1.97236838760476i,0.322926219555577-0.52465965546211i,-1.25430495170066+0.897585265439185i,-1.70811255231031+0.387680354490248i,0.249059340350905+0.0439729891324679i,1.6285664358324+1.05005993313986i,0.662839611146379+0.96852893568131i,-0.215659901103698-1.05185514280885i,0.381949970316949-1.92660188084895i,0.208208471279545-0.308522402348978i,-1.4144279537158+0.925085295531186i,-1.58993883257947+0.291403751395901i,0.488405216178424+0.107510664497538i,1.62140621618121+1.14439076241929i,0.509004875603269+0.815043050300569i,-0.203867353973841-1.2607905304391i,0.447528976186808-1.84773493398632i,0.0726844446915449-0.0985317721807918i,-1.555844498005+0.926900175099607i,-1.44157648736774+0.202198456040544i,0.714782023211045+0.189065237455749i,1.58423498743737+1.22073249066129i,0.361881433841134+0.637447373583853i,-0.172497282150079-1.45014526078757i,0.498886904177966-1.73792060721185i,-0.0810273689140931+0.100717119745898i,-1.67447883315732+0.904744377120864i,-1.26586372978837+0.123734926773261i,0.92358976448406+0.286206428951663i,1.51923247025708+1.27558323982302i,0.225429661217652+0.438974116535163i,-0.123811105988361-1.61570316070246i,0.532824633327904-1.60003373787481i,-0.249683359060521+0.285026421018815i,-1.76674777248414+0.860991438566217i,-1.0663146138081+0.0592658002517692i,1.11070448751309+0.395918399359954i,1.42924284403522+1.30595474828384i,0.103162910224921+0.223463191853818i,-0.0606449183929524-1.75379725907643i,0.546656665960802-1.43759162728512i,-0.429498370953403+0.450703637059725i,-1.82966316201733+0.798594891260701i,-0.847030312753751+0.0115270802418058i,1.27258188504257+0.514686532590697i,1.31768762523797+1.30946656831768i,-0.00194896849460265-0.00473345213708796i,0.0136805879078383-1.86140589525076i,0.538298826314571-1.25465770386487i,-0.616245358863053+0.594654918527982i,-1.8609186533854+0.720993081396013i,-0.612594480024905-0.0173452819711947i,1.40634481505685+0.638599265574713i,1.18846320062933+1.28442374475651i,-0.0875598065767146-0.240862123043265i,0.0954643610491936-1.93623158241919i,0.506338801225809-1.05573085285422i,-0.805368364503714+0.71446099312259i,-1.85895832316409+0.632000639081013i,-0.367955558616753-0.0258810249093903i,1.50985236593365+0.763462079140535i,1.04582593940977+1.22987571616087i,-0.152008769436538-0.479889286425547i,0.180740392189177-1.97676045202988i,0.450087456526588-0.845623498097196i,-0.992105685578628+0.808433685215758i,-1.82302518308897+0.535689732588117i,-0.118299268711509-0.0133215477614934i,1.58174860843855+0.884920417803767i,0.894268151923171+1.14565470311825i,-0.194361776424489-0.716631734350276i,0.265400954391297-1.98230064481724i,0.369609404544943-0.629331830916702i,-1.17161980738374+0.875651516128452i,-1.75318818422194+0.436264526037769i,0.131085224396016+0.0203551101667923i,1.62148974511263+0.998588048081258i,0.738388412356486+1.03239242263815i,-0.214431562512402-0.94589144159599i,0.345324131976541-1.95299859874607i,0.265731884723111-0.411901795071158i,-1.33913047284051+0.915973467818003i,-1.65034691563485+0.337932447555544i,0.374941783942345+0.074431009101224i,1.62934897164784+1.10017720514039i,0.58275991435618+0.891514574307687i,-0.212775861586337-1.1625913954426i,0.416501970272985-1.88983279846013i,0.14003163237116-0.198294548994461i,-1.49004717072294+0.930030609035756i,-1.51621381878477+0.244775960830903i,0.608182667739857+0.147466877871947i,1.60639898671689+1.18562682159082i,0.431800576823738+0.725213166790883i,-0.190673812351539-1.36190865358506i,0.475165556981779-1.7945851771523i,-0.00519996661755191+0.00674486418425414i,-1.62009733214424+0.91919590635071i,-1.35327436495168+0.160628514483239i,0.826019068191053+0.237342001562662i,1.55447271181232+1.25122517953476i,0.289648560231802+0.536397375232704i,-0.150081306030355-1.53940095843218i,0.517903432013439-1.6697909824178i,-0.167012522513839+0.198812005068974i,-1.72544663714441+0.88553315661327i,-1.16472625602461+0.0889582217074961i,1.02408324597805+0.341314310627812i,1.47610338914452+1.2937234787171i,0.160046694694934+0.328624223021569i
-0.563773581503285+0.216436748169907i,1.54980728937705+0.0486834387181299i,1.58681257947152+0.726519259175911i,-0.180017238199807-0.195780730664559i,-0.657380968856747-1.82627938013893i,0.0609487587279934-1.16114628527301i,-0.472385100147097+0.976910944678449i,-1.47149381282534+1.29695617946516i,-0.339942774722116+0.114345096106472i,1.69289735806738+0.124621541469903i,1.43270097102642+0.73036206309305i,-0.331537609894171-0.392501586213735i,-0.593512816029535-1.89556117952566i,0.0894992973795894-0.944044863164341i,-0.609127740809778+1.13520672109612i,-1.47428974302352+1.19307124540965i,-0.103433791052518+0.0300115303343828i,1.80516685713045+0.209541047317279i,1.25893230744031+0.710024764424392i,-0.461518547350736-0.595499296518127i,-0.516762754761935-1.93199571569803i,0.0978665404839633-0.711978880417804i,-0.749377465658551+1.26571421116465i,-1.44672556270077+1.07328159647444i,0.140811711448108-0.034506478566922i,1.88442865026672+0.299548201316703i,1.07006062301083+0.664332741801159i,-0.567786770293494-0.799984933385831i,-0.43104758017733-1.93414560716108i,0.0848839538585481-0.46999358239506i,-0.888719323429819+1.36647014260214i,-1.38803418968634+0.941877737171902i,0.387598750122214-0.0778597409511402i,1.9293017362164+0.390526754733272i,0.870921584909242+0.592866890573994i,-0.648916380009859-1.00099690082786i,-0.340497695033139-1.90139931265285i,0.0501218969238073-0.223342316152415i,-1.02261960317848+1.43631064429212i,-1.29826023254117+0.803345561485472i,0.631613922823988-0.0994421631264328i,1.9392442212448+0.478265708909919i,0.666499168039764+0.495987675980308i,-0.704257983257286-1.19353557728339i,-0.249327999662167-1.83399236747494i,-0.00609453894670551+0.0226508981078664i,-1.14655843476471+1.47489219419647i,-1.17827022903421+0.662233848003123i,0.867563996772218-0.0994034912424154i,1.9145634816869+0.558590220723707i,0.461789142888794+0.374836751675302i,-0.733945361205385-1.37270000529206i,-0.161706762381391-1.7330056296921i,-0.0826900517536084+0.262730359168668i,-1.25616299425551+1.48268972289316i,-1.02974001766001+0.52302096277825i,1.09031434058676-0.0786396546802095i,1.85640326555958+0.627491879131814i,0.261663210089947+0.231316012624905i,-0.7388795787927-1.53382278993972i,-0.0816262669281477-1.60034055132985i,-0.177865914816556+0.491845388126024i,-1.34733750454665+1.46097200885563i,-0.855119515394365+0.389984577814685i,1.29502335984331-0.0387610211449496i,1.76670812890135+0.681254576035893i,0.0707375901490084+0.0680445957392999i,-0.720691070003964-1.67259941450469i,-0.012778983062002-1.43867213292677i,-0.289148294708118+0.705280956722756i,-1.41638630419138+1.41175514202829i,-0.657575812177429+0.26707811964938i,1.47726920592509+0.0179604920597536i,1.64816623647778+0.716572319172826i,-0.106750255417868-0.11170503117309i,-0.681680861963773-1.78520832926799i,0.0415571567780278-1.25138084591555i,-0.41345675082246+0.898778628435941i,-1.46012644919987+1.3377354491265i,-0.440916105821303+0.157817465308582i,1.6331652433523+0.0886639003653324i,1.5041321627369+0.730655560028725i,-0.267053333735081-0.304090155106035i,-0.624742692070773-1.86841842570646i,0.0786210524945823-1.04246539695383i,-0.547190987671838+1.06864447719516i,-1.47598660066571+1.24220385234663i,-0.209492569867756+0.0651811038690502i,1.75946107444046+0.169989116796774i,1.33853188699058+0.721322934697105i,-0.40701215470379-0.504797792245007i,-0.553268314915418-1.91968085694113i,0.0962553379916635-0.816438744204601i,-0.686333405719409+1.21184101578756i,-1.46208933628307+1.12894415234947i,0.0319082402932834-0.00847340580491642i,1.85362632388244+0.258181787690479i,1.15575267433743+0.687075728749957i,-0.524134406327008-0.709158782529004i,-0.471038772042678-1.93720260127411i,0.0929753668133149-0.57821024582742i,-0.826564541293796+1.32606062126622i,-1.41731448542397+1.0021181787625i,0.278188400645942-0.0614743210551388i,1.91391486898032+0.3492099600493i,0.960520953973294+0.627152866294616i,-0.616655084046618-0.912272829409282i,-0.38210479427609-1.91999967560585i,0.0680182706869528-0.332957207963403i,-0.963388115078071+1.40977846715997i,-1.34134162325802+0.866141114727165i,0.524070656540816-0.0928801206964672i,1.93940774923043+0.438889203422053i,0.757771638772436+0.541564777001769i,-0.683575445257439-1.10914099448622i,-0.290659813871793-1.86792847400284i,0.0213706524146927-0.0859893951040979i,-1.09226212552922+1.4622835508583i,-1.23467044153718+0.725550576515283i,0.764235831370797-0.10250219225288i,1.93003358609442+0.523012562899761i,0.552512565663821+0.43110509378743i,-0.724679764297106-1.2948019383707i,-0.20090927060062-1.78169431923867i,-0.0462259149007338+0.157389737634463i,-1.20873224972052+1.48368702480564i,-1.09861834128021+0.584873198313153i,0.993461801890883-0.0909051877753452i
0.00549697062113708+0.763057030326213i,-0.761730223749826+1.84902986203859i,-0.502791378131422+0.499426710156368i,1.37054065700227-0.55387619530179i,1.79641766674112+0.0250044584637509i,-0.142966423703548-0.0624604990263693i,-1.31808548204358-1.38424949362055i,-0.444028735035044-1.16922737222373i,-0.0347158552529529+0.990341582789918i,-0.830834047420561+1.79724947928691i,-0.344369409566601+0.314312022617776i,1.54216568267655-0.548676658294784i,1.66826882057068+0.0937919006638415i,-0.36588102262984-0.17861332908419i,-1.29738578476284-1.48318969831016i,-0.328809312730221-0.989907420785727i,-0.0928707654257027+1.19929050716903i,-0.882363121696007+1.71464081030402i,-0.165780229480152+0.138942828949667i,1.69037009519951-0.522103524370606i,1.51098876415429+0.149171761076425i,-0.573077955393521-0.310389441105317i,-1.25076646520476-1.55805107003498i,-0.225032346906363-0.787159315916934i,-0.166399164677383+1.38550430893424i,-0.913092176131172+1.60400855787012i,0.0294237599417844-0.0226155907664697i,1.81133194857787-0.476678719857655i,1.32809390046749+0.18803720026719i,-0.760413582312434-0.454398417963548i,-1.18106336781473-1.6056905989151i,-0.135994565970002-0.564992279773825i,-0.252164406791286+1.54515012862671i,-0.920358300926268+1.46880748856272i,0.237130687037967-0.166819637375077i,1.90185644809177-0.415490631796113i,1.12370633024687+0.207840677288227i,-0.924336371843596-0.606749459040933i,-1.09168087500053-1.6236187559919i,-0.0644202479935228-0.327948029259587i,-0.346558777984425+1.67506053424934i,-0.902149764487614+1.31304167761737i,0.452776131748968-0.290740897723215i,1.95946530282131-0.342093098666026i,0.902444046989199+0.206676980552596i,-1.06197541426939-0.7631608787018i,-0.986484579374083-1.61007865735124i,-0.0123821417990118-0.0809840192791507i,-0.445614801152293+1.77281398208047i,-0.857176371807731+1.14114916336228i,0.671463651191097-0.392141228404827i,1.98246671513521-0.26039100269877i,0.669297819528241+0.183347218609647i,-1.17120941808019-0.91908185861886i,-0.86968151005826-1.56410514039775i,0.0187579157540768+0.170655117520674i,-0.54512762200292+1.83679472160073i,-0.784919266795678+0.957875309026864i,0.888095538415922-0.469527336118902i,1.97000401438068-0.174515822865343i,0.429498213462873+0.137401873363401i,-1.25071430988777-1.0698229804286i,-0.745691400558303-1.48556200180529i,0.0283869886622282+0.421574357770726i,-0.640784920299995+1.86623050049346i,-0.685658660615076+0.768138490107633i,1.09751014614808-0.522183362578174i,1.92208154415467-0.0886947955586633i,0.188376480226455+0.0691616248830454i,-1.29998817369674-1.21069180826991i,-0.619012734882876-1.37515626443958i,0.0166565592011787+0.666369487762338i,-0.728300563999999+1.86120705328803i,-0.560478604066301+0.576891929559547i,1.29462191438578-0.550180617271383i,1.8395670540563-0.00711750832179225i,-0.048776788060245-0.0202847047303513i,-1.31935290881246-1.33712963873652i,-0.494087452097824-1.23442899217503i,-0.0155248544437942+0.899768780032605i,-0.80354811680356+1.8226590147787i,-0.411248574982062+0.388985612750751i,1.47456015663641-0.554364255188658i,1.72417050984148+0.0661961713489062i,-0.276851280729612-0.129105080192988i,-1.3099326500191-1.44484549314881i,-0.375168221131235-1.06572283534803i,-0.0665217485444199+1.11677118934945i,-0.862690307218942+1.7523375650071i,-0.24058231786006+0.20903219830961i,1.63280268826558-0.536317362915647i,1.57839990077415+0.127522974038472i,-0.491050963145658-0.254771386810734i,-1.27360965578075-1.5299435001995i,-0.266192116390351-0.872127152097025i,-0.134023463392535+1.31277721300361i,-0.902300679774044+1.65275577034684i,-0.0517750218420428+0.04128072205788i,1.76530052083266-0.498303560559037i,1.40549527351768+0.173554203296203i,-0.687018703946058-0.394127460555409i,-1.21295900909001-1.58903999708374i,-0.170664337656181-0.657402184342908i,-0.21511627706802+1.48370876385461i,-0.91947386786603+1.5271132148298i,0.151279451996711-0.110498338486217i,1.86859009496866-0.443189848242193i,1.20934283517648+0.201501356214152i,-0.860948065107326-0.543476102203633i,-1.13116407863989-1.61936696412902i,-0.0915553191116214-0.425884367203242i,-0.306373659352312+1.62611471631348i,-0.911921252795349+1.3792020989404i,0.364189013981335-0.24311340466855i,1.9398898709891-0.374351987406268i,0.994371530353727+0.209186294194097i,-1.00967915400542-0.698682612816268i,-1.03191523246629-1.61885879123465i,-0.0312141874879903-0.182375381863331i,-0.403962060373361+1.7372591901133i,-0.878049184072407+1.21329750570905i,0.582178667236997-0.354034728781926i,1.97717853689616-0.29556521145084i,0.76543499119319+0.19511331430699i,-1.13077589206202-0.855291910119842i,-0.919294771486567-1.58621984279291i,0.00869894966923687+0.0679819710868367i,-0.503759155050337+1.81519012501347i
-1.66413448838093-0.611512950858025i,-1.10686305963525-1.03145856789855i,0.270565178343848+0.601588793297085i,0.0492477979309578+1.99773977352868i,-0.295744018370581+0.754976747951491i,0.977133566765636-1.00497358031332i,1.69580189996914-0.719859392073721i,-0.0460828200519427+0.000158650901868662i,-1.73202269133362-0.721201020343147i,-0.93684414094427-0.950355393708509i,0.331876953047765+0.830336687934054i,-0.0353871794114431+1.99216476301966i,-0.231001245665685+0.523221229859243i,1.1423701406784-1.07933820840963i,1.61819855288955-0.607311943733616i,-0.299554056879295-0.0116781332601716i,-1.7658720438665-0.824801128260852i,-0.761396076330843-0.84088182539292i,0.369318056916153+1.05129547504815i,-0.117518494382687+1.950771852947i,-0.143211710197185+0.290389624236997i,1.29620120165432-1.12459185639996i,1.50766448525956-0.493986088197882i,-0.546804492066314-0.0445937694716602i,-1.76589651112975-0.917938916480133i,-0.58540153084272-0.704363735401197i,0.383230016558236+1.25926599243977i,-0.192963361843607+1.87454822625624i,-0.0337737071183654+0.0617376074080445i,1.43395861181193-1.14124771069005i,1.36591325037948-0.384238804138209i,-0.782530204028466-0.0973603289090325i,-1.73316058575971-0.996445229668058i,-0.413604630573068-0.542925670090333i,0.374724483877129+1.44929813472549i,-0.257755250274156+1.7653293774874i,0.0951650543705095-0.157689921787762i,1.55128345550836-1.13061458924417i,1.19546871815788-0.28219562275051i,-1.00172847083397-0.16802614668375i,-1.66954096693494-1.05648681911942i,-0.250476779533506-0.35944274572807i,0.345640332385747+1.61682580771542i,-0.308270969476883+1.62574888437524i,0.240762016251928-0.36319291068697i,1.64425430232661-1.09474637125667i,0.999603685349176-0.191624944866733i,-1.19982884965952-0.253975105237073i,-1.57766581317408-1.09468799697838i,-0.100091420199339-0.157470706346346i,0.298479237601468+1.75779178575285i,-0.341347613003616+1.45916630994938i,0.399555293197046-0.550539724463659i,1.70950396891337-1.03637028096929i,0.782257492022316-0.115823611637492i,-1.37281213179009-0.352006113662293i,-1.46083336589423-1.10823965712489i,0.0339886828294414+0.0588439337977675i,0.236321677294882+1.86875893080774i,-0.354385900025852+1.26957528370552i,0.567558024142459-0.716076752337805i,1.74432139201342-0.958796179972532i,0.547934930196998-0.0575170645849351i,-1.51731384037961-0.458430464970102i,-1.32291232630961-1.09499244135933i,0.148808426226265+0.284871169611081i,0.162725855899008+1.9470046109879i,-0.345436854219108+1.0614943726127i,0.740368876208828-0.856820980514315i,1.74673564583461-0.865809565909307i,0.301589263651905-0.0187770030981961i,-1.63070938138454-0.569184234118186i,-1.16822688568575-1.05353128129812i,0.24209886781482+0.515619205712836i,0.0816125515234499+1.99059563514516i,-0.313269239933048+0.839843839043725i,0.913295552133869-0.970532960572831i,1.71557964295465-0.761551441369955i,0.0484926352678738-0.000958936576087324i,-1.71117848234285-0.679952434830199i,-1.00142974486181-0.983229079237425i,0.312335031415318+0.74586715967584i,-0.00286071103491696+1.99844157251548i,-0.257415733263754+0.609811782805681i,1.08148777123386-1.0557681667215i,1.65053163589881-0.65038859029443i,-0.205902505407342-0.00466144874566237i,-1.75774714402377-0.786301314220014i,-0.827366792527085-0.884277890008621i,0.358771407869812+0.970305029489921i,-0.0864324444307538+1.97032493969045i,-0.17819642328304+0.376713464189567i,1.24007591098708-1.11190535805392i,1.55213326756882-0.536778070900703i,-0.456107060279065-0.029708358146334i,-1.7703059753032-0.883814917034932i,-0.650937348162517-0.757696613128096i,0.381454192294281+1.1836769720769i,-0.164873027012006+1.90690739532486i,-0.0767188930641058+0.145847791193868i,1.38431132867043-1.13915122645899i,1.42178358948818-0.425129893926131i,-0.696739989546272-0.0751542926386006i,-1.74960445144071-0.96823192827784i,-0.476953991553733-0.605314876608398i,0.381209969786468+1.38092383825056i,-0.234119570290611+1.80971176487211i,0.0451451873260605-0.0776449665190665i,1.50970432324454-1.13852129064808i,1.26170914828696-0.319671903888063i,-0.922669999182775-0.139313513533062i,-1.69722132754952-1.03557878405469i,-0.31000600693468-0.429733482945115i,0.359611250760913+1.55732092843066i,-0.290405851577284+1.68108040507403i,0.184806344157457-0.28892021745157i,1.61215575885374-1.11179768278489i,1.07491092883923-0.224320809189247i,-1.12915022897117-0.21981114861708i,-1.61551211467692-1.08229514722035i,-0.154330356009586-0.234262459361432i,0.318919921087405+1.70860705900896i,-0.330383478265826+1.52411109007187i,0.339025182424599-0.483556977397794i,1.68807854561951-1.06146513483101i,0.86508959945591-0.14256312543049i,-1.31194215643856-0.313655339700528i,-1.50753518227569-1.10534805563234i
1.27530314665129-1.47922251244576i,0.284734092816058-0.141523023315219i,-1.71569966600781+0.108667716222054i,-1.49491717803173-0.520023179737995i,0.412270940459541+0.371023987085063i,0.847957353472845+1.80123314983388i,0.0381817715040498+0.909279430301751i,0.460568271494467-1.23840471510175i,1.28856749299269-1.37193088110482i,0.0580110394106329-0.0258158083138689i,-1.83507151565464+0.0379554569408312i,-1.31442689738644-0.520949273053205i,0.567921460385122+0.556633541549955i,0.773670720864995+1.84317325174047i,-0.000409158014942512+0.675471831547001i,0.583005395540881-1.38423562811142i,1.2731108088754-1.24478627225624i,-0.178588427075744+0.0705300674053158i,-1.92134222748428-0.0420685083583278i,-1.11575804811714-0.498149807373229i,0.699325625601568+0.746378116231665i,0.685998116175265+1.85141634012136i,-0.0185533246034051+0.429426832865933i,0.708083910574932-1.49939750707512i,1.22765175857397-1.10213874570943i,-0.419888748989005+0.145492913966183i,-1.97263731631863-0.127340763135641i,-0.903863262279321-0.450618532411533i,0.804429943662058+0.93534583572773i,0.589131144378344+1.82488072120324i,-0.0151729414860437+0.17650957402814i,0.831299675742977-1.58218288248747i,1.15172858583853-0.94863799982641i,-0.660506196047651+0.197811735437999i,-1.9879454816848-0.213598668028964i,-0.683939447640932-0.378141126450423i,0.88198727512943+1.11849552898458i,0.487450138269393+1.76335549689765i,0.0100329857725222-0.0777561651874945i,0.948066720822197-1.63174222670338i,1.04572545050594-0.789094822567228i,-0.894993222532924+0.227016147242896i,-1.96714446237241-0.296516977844393i,-0.461284002874541-0.281312995709858i,0.931579888863765+1.29079970241641i,0.385385718907449+1.66751381089403i,0.0565770310860243-0.327834950081993i,1.05385758243084-1.64809729591956i,0.91087451262783-0.628338989590012i,-1.11798528172126+0.233432395217819i,-1.91100223815213-0.37184651874143i,-0.241149081680038-0.161532968921077i,0.953618245701172+1.44738824587604i,0.287279550942349+1.53890141232559i,0.123195711604639-0.568326814862616i,1.14434288008969-1.63212988102698i,0.749233604474778-0.471077751162967i,-1.32434592379321+0.218165357896868i,-1.82115356084883-0.435550812213511i,-0.0285980761172989-0.0209729893350879i,0.949315644476128+1.58368871622331i,0.197248404449668+1.37990081000977i,0.207885496148863-0.794110352350446i,1.21552602066648-1.58554637198862i,0.563640043377666-0.321759017496712i,-1.50930604473723+0.183057115508891i,-1.70005250489688-0.483936583757082i,0.171631586604793+0.137475392247695i,0.920639562780601+1.69555914043635i,0.119055539387397+1.19367199304057i,0.307961420479288-1.00047772708649i,1.26386906381353-1.51081923237756i,0.357641824132546-0.184443214405642i,-1.66859332068526+0.130623356490803i,-1.55090241210995-0.513774277108784i,0.355255421754849+0.310276238532773i,0.870241201103606+1.77940948652932i,0.055993208578934+0.98407136319235i,0.420136604471459-1.18325778744035i,1.2864060226315-1.41110714934108i,0.1354080904831-0.0626875183921644i,-1.79854813802668+0.0639695379596753i,-1.37756525589855-0.522404979587392i,0.518555038084078+0.493344045985704i,0.801365371644027+1.83230826809194i,0.0107797469380741+0.755551153669254i,0.540620354189084-1.33892381002596i,1.28084023905672-1.29015623225761i,-0.0983786179411678+0.0405541883038585i,-1.89622271810453-0.0133106883505406i,-1.18445303464559-0.507830564121431i,0.658474257824955+0.68215546749832i,0.71774344046024+1.85207117589419i,-0.0145257145979644+0.513042169056694i,0.665231984574964-1.4646828460144i,1.24562292645645-1.15218517727403i,-0.338645313948972+0.123012763646653i,-1.95946061052457-0.0972517567162794i,-0.976404319047885-0.468784338784947i,0.772695507085484+0.871874750323934i,0.623472520386036+1.8373291396757i,-0.0185883926983614+0.261823159515281i,0.789527033088333-1.55854417538054i,1.18001051628451-1.00175777453645i,-0.580063233001124+0.183164321521591i,-1.98695429727514-0.183643714039627i,-0.758549502282153-0.404780062192569i,0.859694350439439+1.05748929208217i,0.522884511972923+1.7875738117446i,-0.000840922242515861+0.00738052771162354i,0.908932169456693-1.61936497247267i,1.0840990558037-0.843646487606853i,-0.817190414060477+0.220268102533343i,-1.97827927036455-0.268167205973484i,-0.536168615282286-0.316137816106261i,0.918770678127916+1.23395141886089i,0.420408874174619+1.70317911252703i,0.0384969250077829-0.244737658292531i,1.01888484586498-1.64687194955307i,0.958834565833023-0.682691096083701i,-1.04461814246732+0.234380647075774i,-1.93390362522886-0.346531911094306i,-0.314545786976854-0.203985897478226i,0.95005574123889+1.39632230146091i,0.320433190935199+1.58539816457806i,0.0984224695933963-0.489069208272296i,1.11497358635405-1.64165843335232i,0.805998962450709-0.523656516011911i
